Review Text,vSp edited content,AI Content,Prompt,Review Rating,review_id,vSp Rating,Time Stamp,Date
"Dr. Phan was the first and best choice to be my oncologist when i received the news that I had lung cancer. I am now cancer free thanks to Dr. Phan's ""right"" choices for my treatment ....preliminary chemotherapy and ongoing immunotherapy which has now ceased. I can't express my gratitude enough for  Dr. Phan and the entire staff of the Cancer & Blood Specialty Clinic.","Our team, including Dr. Phan, is committed to providing excellent service to all. We appreciate your positive feedback and are always here to help.","We're glad to hear about your positive experience at our clinic. Our team, including Dr. Phan, is committed to providing excellent care to all. Your feedback reaffirms our dedication to patient well-being. We'll persist in striving for excellence. Please remember we're available should you require any assistance in the future.",,5,ZAw3SlZccQDC7_vV-athNw,4,"Nov 10, 2024, 3:46:02 AM",Nov 10 2024
"Dr. Nihal Abdulla, MD explains my lab work results in details,  very patient answering my questions. Know that there will be side effects undergoing Cancer treatments,  but I know I will be in good hands.
Office is clean. Friendly staff","We appreciate your trust in our team and the positive feedback. We aim to make every patient feel welcome and informed with friendly, thorough care. If you need any assistance, feel free to reach out.","We greatly value your trust in our team and your positive feedback. Our dedication lies in delivering thorough explanations and patient-focused care. We take pride in our immaculate facility and friendly staff. Rest assured, we are here to assist you throughout your treatments, prioritizing your comfort and comprehension. Please don't hesitate to contact us for any queries or concerns.",,5,bwnyB90jMUrPelwGjfwNOg,4,"Nov 10, 2024, 3:45:57 AM",Nov 10 2024
"The servers did their best with a larger party in the bar area on a football Sunday. Their wings were fantastic, crisp, moist and well seasoned. The bathroom had the best ambiance with the wall art they chose.",,"We're delighted to know you loved our flavorful wings and appreciated our ambiance, particularly the bathroom wall art. We enjoy accommodating large groups, especially on football Sundays! Remember, we cater to your late-night cravings and serve our full menu until 3 AM. We also provide catering services. We eagerly await your return for more games and delicious food!","Here is the <yelp> Review <The servers did their best with a larger party in the bar area on a football Sunday. Their wings were fantastic, crisp, moist and well seasoned. The bathroom had the best ambiance with the wall art they chose.> with a <5> star rating from <Marissa N.>.  Provide a reply to the review and rating received for the company <Wiseguys Sports Bar and Grill> in a <Sincere, laid-back> and calm tone using <We, our, us> point of View while replying.Take care of these Guidelines while drafting the response - <We’re a lively neighborhood sports bar,Promote our food selection (known for burgers & wings) ,We have 32 large-screen TVs for watching sports games (focus on promoting football -- Monday, Thursday, & Sunday night),We have a great sound system ,We’re open late (until 3 AM) & serve a full menu all-day ,We have catering services>",5,cTotqfOtHZnfS-6n4-3s7A,4,"Nov 10, 2024, 3:45:51 AM",Nov 10 2024
"Do not plan a visit, they’re never staffed, the hours are wrong on the website and the staff will come and go regardless of posted times. Terrible experience, will not do again and you shouldn’t either","We sincerely apologize for your experience, Neil. Our aim is to align our services with the timing posted on our website, ensuring our customers enjoy our facilities as expected. We understand the inconvenience caused due to inconsistency and are making improvements accordingly. However, we hope you might reconsider and allow us another opportunity to assist you better in the future.","We sincerely apologize for your experience, Neil. We strive to align our services with the timing posted on our website, ensuring our customers enjoy our facilities as expected. We understand the inconvenience caused due to inconsistency and are making improvements accordingly. Your feedback is invaluable to us in this process. We hope for an opportunity to serve you better in the future.",,1,AbFvOql60snsfo61Qy7TSdftj7H7Iu3I9OYrZhTjynkj-XL4V2aIVs7ExVlCgTZK8LLheJHoZhhrMw,4,"Nov 10, 2024, 3:45:40 AM",Nov 10 2024
"Took 10 days to replace a starter motor. No rentals, closed wknds. Total joke show","Jeff, we understand the disappointment regarding the extended time for your starter motor replacement and the inconvenience caused by unavailability of a rental. We also regret that our operating hours might not have been ideal for you. Your feedback is valuable for improvement. We hope for an opportunity to assist you better in the future.","We sincerely apologize for your experience, Jeff. We understand the disappointment regarding the extended time for your starter motor replacement and the inconvenience caused by unavailability of a rental. We also recognize that our operating hours might not have been ideal for you. We appreciate your feedback and assure you we will strive to enhance our services. We look forward to the chance to provide you with superior service in the future.",,1,AbFvOqkIREzoneDjQ5aWwJQa26v2b-2pYE_k2VK8v3CdWUs94pa4yxuy-fFCyJtAtZ6spL_95pbZ,4,"Nov 10, 2024, 3:45:29 AM",Nov 10 2024
As always - wonderful service.  Highly recommended.,,"We're thrilled by your strong recommendation, Glen! Your feedback validates our dedication to our service. Rest assured, we're always here for you.","Here is the <Google> Review <As always - wonderful service.  Highly recommended.> with a <5> star rating from <glen suszko>.  Provide a reply to the review and rating received for the company <Jim Riehls Friendly Dodge Jeep Ram of Romeo> in a <Sincere, honest> and calm tone using <we/our/us> point of View while replying.Take care of these Guidelines while drafting the response - <Be human, avoid generic language, personalize and avoid grammatical errors. Make sure you cover every aspect mentioned in the review.>",5,AbFvOqn4229Pxyt9necqDNl2CmY4vPse7gj1O-mFUhhqeLDtcHMciXwk5aIM94EM3XrJZ-6x76XITQ,4,"Nov 10, 2024, 3:45:21 AM",Nov 10 2024
"I am coming here at least once in every month because it's always good. Mac and cheese, soft rips. Services are always nice.","We're happy to know about your monthly visits, Yuri! It's wonderful that you're enjoying our mac and cheese and tender ribs. Our team takes pride in offering friendly service. Looking forward to seeing you soon.","We're thrilled to know about your monthly visits, Yuri C.! We're delighted our mac and cheese and soft ribs are consistently enjoyable for you. Our team takes pride in offering friendly service and we're glad you notice. We can't wait to serve you another gratifying meal soon!",,5,tnnz_Yw_9Gy8KOxNQX2f0w,4,"Nov 10, 2024, 3:31:33 AM",Nov 10 2024
,,"We're thrilled you had a 5-star experience with us, Darci! We eagerly await your next visit.","Here is the <Google> Review <> with a <5> star rating from <Darci Montgomery>.  Provide a reply to the review and rating received for the company <Iguana Wana Mexican Grill and Tequila Bar> in a <Competent, compassionate> and calm tone using <we/our/us> point of View while replying.",5,AbFvOqnRCNIQGcgLcQ4nlUf_tBRd9ocZEwAU5CeHdcBmuSkpDCHnDA_cJRnlcd3wWGSvmn31_LKyYA,4,"Nov 10, 2024, 3:31:19 AM",Nov 10 2024
"My daughter found this place and ordered Sushi when she came home for a visit. She is super picky and a foodie, and she said it was amazing so...here I am finding out for myself. I started out basic with shrimp fried rice and spring rolls. Whatever that concoction is on the plate with the spring rolls is, that you dip them in...heaven, life changing, party in your mouth type of activity. Automatic favorite. My server was super nice. I was seated immediately. Food came out in timely manner. I will be back to try other things.","We're glad you and your daughter enjoyed our sushi, Kia! It's fantastic to know that our shrimp fried rice, spring rolls, and special dipping sauce impressed you. We pride ourselves on delivering prompt and friendly service, so we're pleased this shone through during your visit. We look forward to you exploring more of our menu next time.","We're thrilled you and your daughter enjoyed our sushi, Kia! It's fantastic to know that our shrimp fried rice, spring rolls, and special dipping sauce impressed you. We pride ourselves on delivering prompt and friendly service, so we're pleased this shone through during your visit. We look forward to you exploring more of our menu next time!",,5,aqgup6WwpSZAj24Y0usJuQ,4,"Nov 10, 2024, 3:31:13 AM",Nov 10 2024
Awesome food everyone had!!!!,"It's wonderful that everyone enjoyed the food, Scott! Our team works hard in preparing the dishes. See you next time.","We're thrilled to know everyone enjoyed the food, Scott! Our team works hard in preparing the dishes and such positive feedback is always rewarding. We look forward to serving you again soon!",,5,AbFvOqkdXnfhPtUJwDDXmO7XRaGxFgbIYmqLsZJmHnhhHAJVPdaeiGz4Kc7zNzNCH4fokGZIu1ZBkw,4,"Nov 10, 2024, 3:31:07 AM",Nov 10 2024
"I haven't been to the optometrist in a while and I had such a great experience! Not only did I feel comfortable and supported, but it was swift and didn't take too long. Huge thank you to the team and to Dr. Chang.",,"We are pleased to know your visit to our office was comfortable and efficient. Our team strives to make all our patients feel valued and respected. Dr. Chang and the rest of our staff appreciate your kind words. For any further inquiries or needs, please contact us at (949) 429-3333.","Here is the <yelp> Review <I havent been to the optometrist in a while and I had such a great experience! Not only did I feel comfortable and supported, but it was swift and didnt take too long. Huge thank you to the team and to Dr. Chang.> with a <5> star rating from <Elizabeth H.>.  Provide a reply to the review and rating received for the company <Excel Optometry > in a <Competent, informative> and calm tone using <we/our/us> point of View while replying.Take care of these Guidelines while drafting the response - <We offer scleral contact lenses, which are specialty contact lenses for specific eye conditions. They are larger than traditional contact lenses and cover more of the eye.,We accept insurance from VSP Vision Care, EyeMed Vision Care, and MESVision. Most of our patients bill through insurance.,We’re known for our high level of personal care. We aren’t a corporate office, so we can spend a lot of time with each patient.,Our business was founded in 2014. Dr. Niloufar Hedayat lives in Ladera Ranch and wanted to provide care to her community. She felt it was important as a mother.,We have seven people on staff including Dr. Hedayat,Our office is centrally located and gets lots of foot traffic. We also get a lot of referrals from other doctors in the area.,Always use (949) 429-3333 on CTLs>",5,qM9jjVKj3Qet95daEWreyQ,2,"Nov 10, 2024, 3:31:00 AM",Nov 10 2024
"I've never been to a chiropractor, until now.  They did a thorough examination, developed a comprehensive treatment plan for me and explained everything in detail as to my treatment and what can be expected as far as improvements.  They answered all my questions and the treatment has given me marked improvements.  The staff is very friendly and helpful. I highly recommend Cain Family Chiropractic",,We appreciate your detailed feedback and are glad to hear about your improved condition following our comprehensive treatment. Our staff aims to provide friendly service and clear explanations to help patients understand their treatment plan. It's heartening to know that your experience with us has been positive and beneficial. We remain dedicated to your wellness journey.,,5,AbFvOqmFFkIkGl4dJi1wv_ymEqexaxEKs1cxedqL92ZcAsfM4k88ntVJ3_UkkZf-OY0axgeDgEdZEQ,3,"Nov 10, 2024, 3:30:50 AM",Nov 10 2024
Great place to watch Sunday football as they have Sunday ticket! Friendly local crowd to out of towners. Pizza and wings were good! Overall we'd be happy to stop by again for a football game.,"Ellen, we're happy to know you enjoyed our place for your Sunday football game! It's great to hear you felt welcomed by our crowd, and also liked our pizza and wings. We'd love to see you back again soon.","Ellen, we're delighted to know you enjoyed our place for your Sunday football game! It's great to hear you felt welcomed by our crowd, and that our pizza and wings met your expectations. Our goal is to provide excellent food and atmosphere. We're excited to welcome you back for another game day. Have a great week!",,4,OL3F7lSMZjkD1it4GoZgyg,4,"Nov 10, 2024, 3:30:45 AM",Nov 10 2024
"Upon approaching the building the area was clean of any trash and clear of hazards.  

There are two planters in the parking lot just in front of the doors and lantern lights on both sides.  Very nice look. 

Just inside the first set of doors is a waiting area with a bench on either side. 

Inside the next doors there is seating to the left, the bar is straight ahead and the left. Straight ahead and then the left is the restrooms. To the right is the host area and then a large open area for seating with a tables and booths.  Then into the dining area further back is a large area with tables and along the far back area on the other side of the host area is a patio seating area which is where we sat. Relatively large size restaurant.  

We started with chips and three types of salsa, a water and a strawberry daiquiri. The pineapple looked rough, but the drink presentation and drink itself was delicious.  

We both ordered the shredded beef burritos. The dinner comes with a large burritos, rice, beans and a bunch of lettuce with a scoop of sour cream.  The portion size was a rather large amount and too much for either of us to finish. Very, very tasty, but the shredded beef was not shredded,  but chunks.  Not what a expected.  It didn't come with any sauce, but we still had the salsa on the table so we used it.  

Our server was kind. We inquired which drinks she recommend and chose the daiquiri. She asked if we wanted more chips and then got super busy, but we eventually got them.  They are very tasty. 

The food is tasty,  service is wonderful, portion sizes are large and prices are fair. 

If you are in the area it is certainly a must try.",,"Angela, we're delighted you enjoyed your visit and appreciated our clean, inviting ambiance. It's wonderful to know you savored our chips, salsa, and strawberry daiquiri. 

Your feedback on the shredded beef burritos is valuable to us and we will certainly consider it as we continually strive to meet our guests' expectations. 

We're pleased that you appreciated our attentive service and generous portions. We're committed to offering great food, memorable experiences, and expertly crafted cocktails. We look forward to welcoming you back soon!","Here is the <yelp> Review <Upon approaching the building the area was clean of any trash and clear of hazards.  

There are two planters in the parking lot just in front of the doors and lantern lights on both sides.  Very nice look. 

Just inside the first set of doors is a waiting area with a bench on either side. 

Inside the next doors there is seating to the left, the bar is straight ahead and the left. Straight ahead and then the left is the restrooms. To the right is the host area and then a large open area for seating with a tables and booths.  Then into the dining area further back is a large area with tables and along the far back area on the other side of the host area is a patio seating area which is where we sat. Relatively large size restaurant.  

We started with chips and three types of salsa, a water and a strawberry daiquiri. The pineapple looked rough, but the drink presentation and drink itself was delicious.  

We both ordered the shredded beef burritos. The dinner comes with a large burritos, rice, beans and a bunch of lettuce with a scoop of sour cream.  The portion size was a rather large amount and too much for either of us to finish. Very, very tasty, but the shredded beef was not shredded,  but chunks.  Not what a expected.  It didnt come with any sauce, but we still had the salsa on the table so we used it.  

Our server was kind. We inquired which drinks she recommend and chose the daiquiri. She asked if we wanted more chips and then got super busy, but we eventually got them.  They are very tasty. 

The food is tasty,  service is wonderful, portion sizes are large and prices are fair. 

If you are in the area it is certainly a must try.> with a <5> star rating from <Angela B.>.  Provide a reply to the review and rating received for the company <Iguana Wana Mexican Grill and Tequila Bar> in a <Competent, compassionate> and calm tone using <we/our/us> point of View while replying.Take care of these Guidelines while drafting the response - <Use our tagline in occasional posts: ""Great Food. Good Times. Handcrafted cocktails."">",5,MOyHuxA9iSXmxuYO1dEJsg,4,"Nov 10, 2024, 3:30:40 AM",Nov 10 2024
Great attentive service !!!!!!,Our team always aims to deliver excellent service to all our patients. We appreciate your positive feedback and are here to help.,"It's great to know you found our service satisfactory, Norma. Our team always aims to deliver excellent care to all our guests. Your feedback is valuable and we eagerly await your future visits. Remember, no matter where you are in Texas, our Telehealth services are always available to help. Please reach out to us if you need any more assistance.",,5,AbFvOqnXk3MrUg6y8yPP9WhSZbGC3BgFc-P97ea7QVtfW1j1uc0312SLH53Nm4vOzTjB2RAPX0wdcA,3,"Nov 10, 2024, 3:30:35 AM",Nov 10 2024
"Definitely holds up to the reviews. Chill spot with amazing slices, workers are always nice and attentive. :)","We're happy you had a great time with us, John! Our team is dedicated to creating a relaxed atmosphere with exceptional pizza and service. Looking forward to serving you again soon.","We're delighted you had a great time with us, John! Our team is dedicated to creating a relaxed atmosphere with exceptional pizza and service. We're excited that we met your expectations. Looking forward to serving you again soon!",,4,6544ItE9wGonJe55Fl7flQ,4,"Nov 10, 2024, 3:30:29 AM",Nov 10 2024
"Chicken Tikka Masala Dinner - watery chicken tikka, which should at least have some thicker consistency. the curry itself didnt have much flavor. Dal that it comes with is dal makhani and definitely needed salt. Garlic naan was okay. The veggie that it comes with was also watery with peas and potatoes and no flavor.",,"We sincerely apologize, Sneha, for falling short of your expectations with our Chicken Tikka Masala Dinner. We take pride in our traditional yet innovative recipes, but it appears we missed the mark this time. Your feedback on the consistency and taste of our dish is valuable and will certainly be considered. We hope for another opportunity to impress you with our fresh and flavorful cuisine.","Here is the <yelp> Review <Chicken Tikka Masala Dinner - watery chicken tikka, which should at least have some thicker consistency. the curry itself didnt have much flavor. Dal that it comes with is dal makhani and definitely needed salt. Garlic naan was okay. The veggie that it comes with was also watery with peas and potatoes and no flavor.> with a <1> star rating from <Sneha R.>.  Provide a reply to the review and rating received for the company <Chaat Cafe - San Jose> in a <Sincere, casual> and calm tone using <We/our/us> point of View while replying.Take care of these Guidelines while drafting the response - <Portray us as traditional with a twist,Emphasize the freshness of our ingredients,Delivery is available via UberEats, DoorDash,Pick-up ordering is available via phone, Grubhub, and UberEats>",1,TBve8JX-2Ksxq0P3K499xw,4,"Nov 10, 2024, 3:30:17 AM",Nov 10 2024
Excellant and quick service. Assitants were professional and very pleasant and patient. Dr spent time to ask questions.,"Our team consistently works towards maintaining a professional, empathetic environment. We appreciate your positive feedback and are always here to help.","We're pleased to know you appreciated our prompt and excellent service. Our team consistently works towards maintaining a professional, empathetic environment. Your recognition of our dedication to understanding our patients' needs is truly appreciated. Remember, we are available 24/7 at (307) 634-EYES (3937).",,5,AbFvOqn0JpHVnucLTM8wyy_0GGzA1kdE98Tl1XAIqU-WFlHE1aZwl04YVTKCT8C2XZmYwcYif5Vw,3,"Nov 10, 2024, 3:15:54 AM",Nov 10 2024
"This is the best pizza I've tasted in Tacoma. The sausage on their pizza is so savory and delicious I could eat a pound of it, lol","We're grateful to know you loved our pizza, Michelle! Our sausage is a favorite for many customers. Looking forward to seeing you again soon.","We're thrilled to know you loved our pizza, Michelle R.! Indeed, our sausage is a favorite for many customers. We eagerly anticipate serving you again soon.",,5,xzwtmwxAoM6hp3NG8xhnEQ,4,"Nov 10, 2024, 3:15:46 AM",Nov 10 2024
"Food: ⭐⭐⭐⭐

The cuisine is predominantly Italian, partly English. The restaurant had a humongous bar, I assume it would be flooded with patrons on the weekend evenings. I ordered Mozzarella cheese sticks that come with regular and spicy marinara. The spicy Marianara tasted like chilli oil, but the regular tasted great. For the enteé we ordered fish and chips which didn't really live up to the expectations as it was soggy and disintegrated upon cutting. My wife ordered the ribeye steak which was cooked according to our request, but was underseasoned.

Service: ⭐⭐⭐⭐½

Not sure if they had more waitresses and servers, but on the day we visited there was 1 waitress working almost 10/15 patrons and was working extremely hard. I love the dedication and she probably needs a raise.

Atmosphere: ⭐⭐⭐⭐⭐

The restaurant is quite exquisite, charming, and as the name suggests rustic, gives a lot of mid-western vibes. The space is huge and a lot of patrons can fit in I assume 100 or 100+. The music played can be updated, it was pretty grim and suited the older clientle that were present, but it needs an update. It was quite empty on a Weekday afternoon.",,"Dr. Anandroy Sepuri, we're pleased to learn you savored our mozzarella cheese sticks and recognized our staff's hard work. We regret that our fish and chips and the ribeye steak fell short of your expectations. Rest assured, your feedback will guide our ongoing efforts to refine our dishes. It's heartening to know you appreciated our restaurant's rustic ambiance. We concur about the music needing an update and will rectify this. We look forward to enhancing your next dining experience with us.","Here is the <Google> Review <Food: ⭐⭐⭐⭐

The cuisine is predominantly Italian, partly English. The restaurant had a humongous bar, I assume it would be flooded with patrons on the weekend evenings. I ordered Mozzarella cheese sticks that come with regular and spicy marinara. The spicy Marianara tasted like chilli oil, but the regular tasted great. For the enteé we ordered fish and chips which didnt really live up to the expectations as it was soggy and disintegrated upon cutting. My wife ordered the ribeye steak which was cooked according to our request, but was underseasoned.

Service: ⭐⭐⭐⭐½

Not sure if they had more waitresses and servers, but on the day we visited there was 1 waitress working almost 10/15 patrons and was working extremely hard. I love the dedication and she probably needs a raise.

Atmosphere: ⭐⭐⭐⭐⭐

The restaurant is quite exquisite, charming, and as the name suggests rustic, gives a lot of mid-western vibes. The space is huge and a lot of patrons can fit in I assume 100 or 100+. The music played can be updated, it was pretty grim and suited the older clientle that were present, but it needs an update. It was quite empty on a Weekday afternoon.> with a <4> star rating from <Dr. Anandroy Sepuri>.  Provide a reply to the review and rating received for the company <Rustic Wheelhouse Italian Restaurant> in a <Sincere, rustic> and calm tone using <we/our/us> point of View while replying.Take care of these Guidelines while drafting the response - <We have vegetarian and vegan options. Customers can request no-dairy options for drinks and modify their meals.,Do not mention live music performances for the venue as they have been discontinued since COVID; continue highlighting the buildings historical significance >",4,AbFvOqn3cc69lLPFiLLLQOECeZ1fMZsV-k4HhsTX0s_N8dxyaiDAxEHuY6h3eowfuWyEwmLbMffV5A,5,"Nov 10, 2024, 3:15:39 AM",Nov 10 2024
Coming here was the best dining experience ever. Everyone at this establishment makes you feel like a best friend. The food and drinks were  outstanding. You won't regret coming!,"Laura, we're thrilled to know our team treated you exceptionally well and that you thoroughly enjoyed our food and drinks. Our aim is to create outstanding dining experiences and it seems we achieved that. We can't wait for you to visit us again.","Laura T., your feedback has made our day! We're thrilled to know our team treated you exceptionally well and that you thoroughly enjoyed our food and drinks. We strive to create outstanding dining experiences and it seems we achieved that. We eagerly await your next visit!",,5,0BlMA6iYujfJw5QbjnczoQ,4,"Nov 10, 2024, 3:15:31 AM",Nov 10 2024
"It took a bit longer than expected but Kwasi was professional, responsive, and compassionate.","We're pleased that you found Kwasi to be courteous, responsive, and empathetic, Frances. However, we understand your concerns about the time taken. We're always here for you.","We're pleased that you found Kwasi to be professional, responsive, and compassionate, Frances K. We acknowledge your concerns about the time taken and will work to enhance our efficiency. We appreciate your understanding and are glad that your overall experience was positive. We look forward to serving you again.",,5,Xpp91Pzuul44oLbfbrp61A,4,"Nov 10, 2024, 3:15:24 AM",Nov 10 2024
"Excellent staff, big portions on the omelets, strong Mai Tai. Amazing pastry entrees.",,"We're pleased to know you savored your visit, Luci F.! Our team prides itself on delivering hearty omelets and robust Mai Tais that you enjoyed. It's fantastic to hear that our pastry dishes were also to your liking. We eagerly anticipate your return for more exceptional food and drinks. Your satisfaction is paramount to us and your feedback is highly valued.","Here is the <yelp> Review <Excellent staff, big portions on the omelets, strong Mai Tai. Amazing pastry entrees.> with a <5> star rating from <Luci F.>.  Provide a reply to the review and rating received for the company <Lous Coffee Shop> in a <Sincere, Inviting> and calm tone using <we/out/us> point of View while replying.Take care of these Guidelines while drafting the response - <Be human, avoid generic language, personalize and avoid grammatical errors. Make sure you cover every aspect mentioned in the review.>",5,pZqTmvLUxSc45oXgDocY6w,4,"Nov 10, 2024, 3:15:15 AM",Nov 10 2024
Catered food was amazing. The serving portions were plentiful !! Food tasted great ! Will definitely gl back.,"We're happy to know you enjoyed our food and were satisfied with the portions, Dan! Looking forward to your next visit soon.","We're delighted to know you savored our food and were satisfied with the portions, Dan! We work tirelessly to deliver an excellent culinary experience. We eagerly await your next visit.",,5,9y42XbffOWoGDxVonGukDg,4,"Nov 10, 2024, 3:01:15 AM",Nov 10 2024
"This place is a must-visit. The kabobs and meats are very flavorful and cooked perfectly. Their menu offers a great variety with options for any meat you prefer; chicken, beef or lamb. The side dishes are great as well, the white rice, and salads and sauces are all a great addition. Most importantly the staff is friendly.","We're glad to know you loved our flavorful kabobs and meat variety, Lisette! We pride ourselves on our diverse menu tailored to cater to different tastes. It's wonderful to hear that our side dishes, such as white rice, salads, and sauces, enhanced your dining experience. Your positive feedback will please our staff. We look forward to your next visit.","We're thrilled to know you loved our flavorful kabobs and meat variety, Lisette! We pride ourselves on our diverse menu tailored to cater to different tastes. It's pleasing to hear that our side dishes, such as white rice, salads, and sauces, enhanced your dining experience. Your positive feedback will certainly excite our staff. We eagerly look forward to your next visit!",,5,vf2FWHx8nir6Yg-4mEofFQ,4,"Nov 10, 2024, 3:01:09 AM",Nov 10 2024
"We sat at the bar and Zac was our bartender/waiter. He was fantastic!! We ordered a calzone and the slopper, both were delicious! Rather large selection of beers as well.",,"We're delighted to know you enjoyed your time with us, Taylor! Zac will be pleased to hear he made your visit pleasant. We're happy you favored our calzone, the slopper, and our wide range of beers. Looking forward to serving you more tasty meals and brews soon. Cheers!","Here is the <Google> Review <We sat at the bar and Zac was our bartender/waiter. He was fantastic!! We ordered a calzone and the slopper, both were delicious! Rather large selection of beers as well.> with a <5> star rating from <Taylor S>.  Provide a reply to the review and rating received for the company <Cousin Pats Pub> in a <Calm and Conversational> and calm tone using <We/Our/Us> point of View while replying.Take care of these Guidelines while drafting the response - <Be human, avoid generic language, personalize and avoid grammatical errors. Make sure you cover every aspect mentioned in the review.>",5,AbFvOqlCr46aY1kGP7M3U5F3xOg2DAlZX__tclUqclqlOWKLgWmGwsRxDS4X7zckhaejrxRTXAfx3Q,4,"Nov 10, 2024, 3:01:04 AM",Nov 10 2024
"Mike was able to come down for an emergency situation with my bathroom within just a few hours notice and was quickly able to assess the damage. After talking and overlooking everything, he was able to go out and buy some new parts for what was needed, easily explain to me what needed to be done and what he was doing, and just like that he was able to fix and clean up anything he needed to do to get the job done. I highly recommend reaching out if you have any problems related to plumbing, super effective and very easy to work with!","We're happy to know that Mike provided you with efficient service, Paul. Ensuring our customers comprehend the process and are satisfied with the work is important to us. Thanks for your recommendation. We're available for any future plumbing requirements you might have.","We're delighted to know that Mike provided you with efficient service, Paul. Ensuring our customers comprehend the process and are satisfied with the work is vital to us. We're available for any future plumbing requirements you might have. Your recommendation is greatly appreciated! Best regards, The EcoPlumbingAZ Team.",,,10211832083234255,4,"Nov 10, 2024, 3:00:53 AM",Nov 10 2024
"i highly recommend this restaurant for great  Tex-mex, the best margaritas and exceptional service. Esteban is the best server there so if you go, ask for him for top notch service! The entire staff greets you as you walk by and honestly makes you feel like a VIP even if you are there just for a quick lunch. I've already gone twice this week and will be back on Sunday for bottomless mimosas!","We're happy to know you had a lovely experience with us, Angie! It's wonderful to learn that Esteban and our team made you feel at ease. We always aim to create a lively and hospitable environment for our guests. Looking forward to welcoming you back again soon.","We're thrilled to know you had a fantastic experience with us, Angie! It's heartening to learn that Esteban and our team made you feel privileged. We always strive to create a lively and hospitable environment for our guests. We eagerly anticipate serving you again soon. Remember to explore our Weekend Hangover Menu, available on Saturdays and Sundays from 11am-2pm. You can conveniently place your orders at https://orders.spillover.com/ordering/enchiladas. See you on Sunday!",,5,VNA9DI-G3RKn-Ho1JA7Flw,4,"Nov 10, 2024, 3:00:47 AM",Nov 10 2024
Worst place I ever eaten... The shrimp cocktail was disgusting ...never again will I waste my money there..and the service was bad..never came to check to see how we were doing... luckily I'm giving a one start...,"We sincerely apologize for your unsatisfactory experience, Erik. We regret that our shrimp cocktail and service didn't meet your expectations. We value your feedback and will swiftly address these concerns to prevent a recurrence. We hope for an opportunity to rectify this situation.","We sincerely apologize for your unsatisfactory experience, Erik. We regret that our shrimp cocktail and service didn't meet your expectations. We value your feedback and will swiftly address these concerns to prevent a recurrence. We hope for an opportunity to rectify this situation.","Here is the <Google> Review <Worst place I ever eaten... The shrimp cocktail was disgusting ...never again will I waste my money there..and the service was bad..never came to check to see how we were doing... luckily Im giving a one start...> with a <1> star rating from <Erik Solorio>.  Provide a reply to the review and rating received for the company <Saritas Mexican Restaurant - Medical Center> in a <Competent, compassionate> and calm tone using <we/our/us> point of View while replying.Take care of these Guidelines while drafting the response - <Be human, avoid generic language, personalize and avoid grammatical errors. Make sure you cover every aspect mentioned in the review.>",1,AbFvOqmPmsgmwc8uJ0IpcM3WGE2OAitHjvrFF1oNKvOe_G9GVl9DwoVb3BlUvOg1jiMKhGHuv14e,5,"Nov 10, 2024, 3:00:40 AM",Nov 10 2024
"We have been dining at Sarita’s for years!  Tonight,  I ordered a beef chimichanga and the waiter confirmed the order before he placed it.  When he brought my dinner, they made a mistake on the order and served me a bean chimichanga.  I asked that he please serve me what I ordered  but they refused to do that and offered a side of ground beef instead.  I had them credit the bill and cancel the order!  Never coming back!  We also ordered beef fajitas, cheese dip, beer, margaritas so it was not just one item on the menu that we ordered but obviously they do not value our patronage!","We sincerely apologize for your recent experience, Diane. We aim for accuracy in every order and regret the mistake with your chimichanga. We understand your disappointment and never intended to make you feel undervalued. Your feedback is important to us and we're committed to enhancing our service to avoid such issues in the future. We hope for the opportunity to rectify this situation.","We sincerely apologize for your recent experience, Diane. We strive for accuracy in every order, and regret the mistake with your chimichanga. We understand your disappointment and never intended to make you feel undervalued. Your feedback is valuable to us and we're committed to enhancing our service to avoid such issues in the future. We hope for the opportunity to rectify this situation.",,2,AbFvOqmRO4v0oQaJ8SIE16Sp5A5UsZMsLGXkDsKpV0En-yzGkgy6TTE13oNzQFjKbLDNm5nV-TDoJw,4,"Nov 10, 2024, 3:00:31 AM",Nov 10 2024
The place has old plates and they rush you am still not done eating and they bring me the check plus their always staring at you they give other people fortune cookies but not to my family like what?,"We aim to ensure all our guests feel at ease and enjoy their meals leisurely. Your concerns about the service and fortune cookies will be addressed. We aim to provide a hospitable environment, and regret if we fell short. We hope for an opportunity to provide a more satisfactory experience in the future.","We sincerely apologize for your recent experience. We aim to ensure all our guests feel at ease and savor their meals leisurely. Your concerns about the service and fortune cookies will definitely be addressed. We strive to foster a hospitable environment for our guests, and regret if we fell short. We hope for an opportunity to provide a more satisfactory experience in the future.",,2,oALgQ8Dh_OVp3OU8EFmTvg,4,"Nov 10, 2024, 3:00:25 AM",Nov 10 2024
,,"We appreciate your high rating, EJ Fortin! Our team is always prepared to deliver top-notch service. We eagerly anticipate your next visit!",Here is the <Google> Review <> with a <5> star rating from <EJ Fortin>.  Provide a reply to the review and rating received for the company <Cell Phone Medic> in a <Calm and Conversational> and calm tone using <We/Our/Us> point of View while replying.,5,AbFvOqnwvjqcy6DEoFFVuuz5KxoXAYtbNVRS3RA2B86Wox3lgYTj5tIUJEQq2Phe0BH9_vb9XcD3aw,4,"Nov 10, 2024, 3:00:18 AM",Nov 10 2024
